Time (ms),Membrane Potential (mV),Intracellular Ca2+ (mM),ATP,I_Kir61 (pA),I_TRPC1 (pA),I_CaCC (pA),I_CaL (pA),I_leak (pA),d_inf,f_inf
138.3138313831383,-85.67114716601262,2.8531570139503994,4.4,0.36745460959286486,-0.021794380410052817,-0.3404798680674407,-5.845350983887261e-07,0.015994430155277087,2.6876744033537372e-05,0.9979054884132994
138.4138413841384,-85.67338505891044,2.851995218030351,4.4,0.36738430405774,-0.0217946041993426,-0.3404955333087232,-5.843318827680004e-07,0.01598995436948144,2.6867107034390684e-05,0.9979061320932777
138.5138513851385,-85.67561366699869,2.8508383773006516,4.4,0.3673142657901821,-0.021794827060151425,-0.34051113355636586,-5.841295803127396e-07,0.01598549715330495,2.6857513452160943e-05,0.9979067729260871
138.6138613861386,-85.67783304167634,2.8496864518729974,4.4,0.3672444934835353,-0.02179504899761919,-0.34052666917016133,-5.839281854620794e-07,0.015981058403949647,2.684796302166141e-05,0.9979074109287502
138.7138713871387,-85.6800432343424,2.848539401859084,4.4,0.36717498582752445,-0.021795270016885797,-0.34054214050990267,-5.837276926657892e-07,0.015976638018617508,2.6838455478227783e-05,0.9979080461182628
138.8138813881388,-85.68224429639587,2.8473971873706065,4.4,0.36710574150828323,-0.02179549012309114,-0.3405575479353824,-5.835280963841937e-07,0.01597223589451059,2.682899055771437e-05,0.9979086785115945
138.9138913891389,-85.68443627923574,2.846259768519261,4.4,0.36703675920837636,-0.021795709321375128,-0.3405728918063934,-5.833293910880929e-07,0.01596785192883084,2.6819567996490104e-05,0.997909308125689
139.013901390139,-85.68661923426099,2.8451271054167435,4.4,0.36696803760682845,-0.021795927616877653,-0.3405881724827284,-5.831315712586954e-07,0.015963486018780344,2.6810187531435238e-05,0.9979099349774639
139.1139113911391,-85.68879321287064,2.8439991581747495,4.4,0.3668995753791452,-0.02179614501473862,-0.34060339032418024,-5.829346313875243e-07,0.01595913806156105,2.6800848899936762e-05,0.9979105590838113
139.2139213921392,-85.6909582664637,2.8428758869049746,4.4,0.36683137119734044,-0.021796361520097923,-0.34061854569054195,-5.827385659763517e-07,0.015954807954374928,2.6791551839885147e-05,0.9979111804615975
139.3139313931393,-85.69311444643911,2.841757251719114,4.4,0.36676342372996285,-0.021796577138095467,-0.3406336389416058,-5.825433695371274e-07,0.0159504955944241,2.678229608967079e-05,0.9979117991276643
139.4139413941394,-85.69526180419592,2.8406432127288643,4.4,0.3666957316421154,-0.02179679187387115,-0.340648670437165,-5.823490365918909e-07,0.015946200878910476,2.6773081388179744e-05,0.9979124150988268
139.51395139513951,-85.6974003911331,2.839533730045921,4.4,0.36662829359548454,-0.021797005732564864,-0.34066364053701204,-5.821555616727053e-07,0.015941923705036116,2.676390747479041e-05,0.9979130283918769
139.61396139613962,-85.69953025864967,2.8384287637819803,4.4,0.366561108248361,-0.021797218719316523,-0.34067854960094,-5.819629393215774e-07,0.01593766397000297,2.6754774089369635e-05,0.9979136390235802
139.71397139713972,-85.70165145814458,2.837328274048737,4.4,0.3664941742556682,-0.021797430839266014,-0.3406933979887413,-5.817711640903962e-07,0.015933421571013157,2.6745680972269634e-05,0.9979142470106787
139.81398139813982,-85.70376404101687,2.836232220957886,4.4,0.36642749026897997,-0.02179764209755324,-0.340708186060209,-5.815802305408404e-07,0.015929196405268586,2.6736627864323463e-05,0.9979148523698899
139.91399139913992,-85.70586805866554,2.835140564621125,4.4,0.3663610549365491,-0.02179785249931811,-0.34072291417513584,-5.813901332443174e-07,0.015924988369971232,2.6727614506842028e-05,0.9979154551179062
140.01400140014002,-85.70796277313482,2.834054238811636,4.4,0.36629489183972724,-0.02179806197076504,-0.34073757716783876,-5.812009380650546e-07,0.015920798941032672,2.671864402140628e-05,0.9979160550453547
140.11401140114012,-85.71003623333685,2.832988008595604,4.4,0.36622937893531554,-0.021798269316785242,-0.34075209138081614,-5.810137230671155e-07,0.015916652020628617,2.6709767521043592e-05,0.9979166487328617
140.21402140214022,-85.71210072494594,2.8319267432452824,4.4,0.3661641285106913,-0.021798475765946148,-0.34076654281367236,-5.808273776258776e-07,0.015912523037410437,2.6700932345081014e-05,0.9979172397015118
140.31403140314032,-85.71415628897408,2.8308704157423117,4.4,0.36609913954457585,-0.02179868132234896,-0.3407809317534914,-5.80641897245085e-07,0.01590841190935416,2.669213827903026e-05,0.9979178279650395
140.41404140414042,-85.71620296621845,2.829818999370319,4.4,0.36603441101956363,-0.0217988859900734,-0.34079525848585335,-5.804572774564272e-07,0.015904318554865425,2.668338510974264e-05,0.9979184135370966
140.51405140514052,-85.71824079726143,2.8287724677149155,4.4,0.36596994192215104,-0.021799089773177696,-0.34080952329483477,-5.802735138194399e-07,0.01590024289277946,2.6674672625404253e-05,0.9979189964312516
140.6140614061406,-85.72026982247051,2.8277307946636996,4.4,0.36590573124277126,-0.021799292675698606,-0.3408237264630081,-5.800906019214313e-07,0.015896184842361293,2.6666000615532228e-05,0.9979195766609912
140.7140714071407,-85.72229008199841,2.826693954406254,4.4,0.36584177797581885,-0.021799494701651396,-0.34083786827144213,-5.799085373773802e-07,0.0158921443233055,2.6657368870969792e-05,0.9979201542397198
140.8140814081408,-85.72430161578299,2.825661921434148,4.4,0.36577808111968246,-0.021799695855029853,-0.340851948999702,-5.797273158298507e-07,0.015888121255736336,2.6648777183882073e-05,0.9979207291807602
140.9140914091409,-85.72630446354731,2.824634670540934,4.4,0.3657146396767734,-0.021799896139806287,-0.34086596892584886,-5.795469329489055e-07,0.015884115560207704,2.664022534775179e-05,0.9979213014973531
141.014101410141,-85.72829866479958,2.8236121768221536,4.4,0.3656514526535543,-0.021800095559931513,-0.3408799283264402,-5.793673844320189e-07,0.015880127157703157,2.663171315737502e-05,0.9979218712026579
141.1141114111411,-85.73028425883317,2.8225944156753324,4.4,0.36558851906057044,-0.021800294119334873,-0.34089382747652947,-5.791886660039891e-07,0.01587615596963599,2.6623240408856873e-05,0.9979224383097524
141.2141214121412,-85.73226128472668,2.82158136279998,4.4,0.36552583791247323,-0.02180049182192422,-0.3409076666496669,-5.790107734168518e-07,0.01587220191784897,2.661480689960719e-05,0.997923002831634
141.3141314131413,-85.73422978134383,2.820572994197594,4.4,0.3654634082280543,-0.021800688671585938,-0.3409214461178982,-5.788337024497977e-07,0.015868264924614663,2.660641242833655e-05,0.9979235647812189
141.4141414141414,-85.73618978733349,2.8195692861716553,4.4,0.36540122903027233,-0.0218008846721849,-0.3409351661517657,-5.786574489090922e-07,0.015864344912635345,2.6598056795052302e-05,0.9979241241713428
141.5141514151415,-85.73814134112978,2.8185702153276333,4.4,0.36533929934627696,-0.021801079827564532,-0.34094882702030793,-5.784820086279778e-07,0.015860441805042768,2.658973980105376e-05,0.9979246810147604
141.6141614161416,-85.74008448095195,2.8175757585729797,4.4,0.3652776182074408,-0.02180127414154675,-0.3409624289910597,-5.783073774666071e-07,0.01585655552539842,2.6581461248928885e-05,0.9979252353241467
141.7141714171417,-85.7420192448044,2.816585893117133,4.4,0.3652161846493872,-0.021801467617931995,-0.34097597233005167,-5.781335513119562e-07,0.015852685997693527,2.657322094255004e-05,0.997925787112097
141.8141814181418,-85.74394567047675,2.8156005964715187,4.4,0.3651549977120135,-0.021801660260499227,-0.34098945730181107,-5.779605260777357e-07,0.015848833146348825,2.656501868706966e-05,0.9979263363911259
141.9141914191419,-85.74586379554376,2.8146198464495455,4.4,0.3650940564395222,-0.02180185207300593,-0.34100288416936125,-5.777882977043199e-07,0.01584499689621481,2.655685428891669e-05,0.9979268831736688
142.014201420142,-85.74777365736539,2.8136436211666096,4.4,0.365033359880445,-0.021802043059188096,-0.3410162531942218,-5.776168621586626e-07,0.01584117717257155,2.6548727555792482e-05,0.9979274274720823
142.1142114211421,-85.74967529308675,2.812671899040092,4.4,0.36497290708767105,-0.02180223322276023,-0.34102956463640843,-5.774462154342191e-07,0.015837373901128816,2.6540638296666976e-05,0.9979279692986426
142.2142214221422,-85.75156873963813,2.8117046587893593,4.4,0.3649126971184734,-0.02180242256741537,-0.34104281875443304,-5.77276353550867e-07,0.01583358700802606,2.6532586321774765e-05,0.9979285086655477
142.3142314231423,-85.75345403373497,2.810741879435763,4.4,0.3648527290345343,-0.021802611096825054,-0.3410560158053037,-5.771072725548327e-07,0.015829816419832384,2.6524571442611518e-05,0.9979290455849164
142.4142414241424,-85.75533121187793,2.8097835403026403,4.4,0.3647930019019701,-0.021802798814639347,-0.341069156044525,-5.769389685186027e-07,0.015826062063546458,2.6516593471929594e-05,0.9979295800687888
142.5142514251425,-85.75720031035277,2.808829621015316,4.4,0.36473351479136085,-0.021802985724486832,-0.3410822397260972,-5.76771437540865e-07,0.015822323866596776,2.6508652223735155e-05,0.9979301121291269
142.6142614261426,-85.75906136523052,2.8078801015010972,4.4,0.36467426677776993,-0.021803171829974606,-0.34109526710251736,-5.766046757464129e-07,0.015818601756841275,2.650074751328348e-05,0.9979306417778138
142.7142714271427,-85.76091441236733,2.8069349619892794,4.4,0.36461525694077435,-0.021803357134688287,-0.34110823842477844,-5.764386792860849e-07,0.015814895662567666,2.6492879157075956e-05,0.9979311690266554
142.8142814281428,-85.7627594874045,2.8059941830111423,4.4,0.3645564843644887,-0.021803541642192007,-0.3411211539423697,-5.762734443366867e-07,0.01581120551249333,2.6485046972856263e-05,0.9979316938873789
142.9142914291429,-85.76459662576853,2.805057745399951,4.4,0.3644979481375879,-0.021803725356028408,-0.34113401390327636,-5.761089671009159e-07,0.015807531235765254,2.6477250779606693e-05,0.9979322163716339
143.014301430143,-85.76642586267111,2.804125630290956,4.4,0.36443964735333434,-0.02180390827971867,-0.34114681855398027,-5.759452438072882e-07,0.015803872761960092,2.6469490397544462e-05,0.997932736490993
143.1143114311431,-85.76824723310907,2.803197819121395,4.4,0.3643815811096014,-0.021804090416762463,-0.3411595681394592,-5.757822707100676e-07,0.01580023002108419,2.6461765648118358e-05,0.9979332542569507
143.2143214321432,-85.77006077186442,2.80227429363049,4.4,0.3643237485088968,-0.021804271770637998,-0.34117226290318725,-5.756200440891911e-07,0.015796602943573476,2.645407635400498e-05,0.9979337696809247
143.3143314331433,-85.77186651350435,2.8013550358594475,4.4,0.3642661486583888,-0.02180445234480199,-0.34118490308713445,-5.754585602502005e-07,0.015792991460293622,2.6446422339105404e-05,0.9979342827742558
143.4143414341434,-85.77366449238122,2.8004400281514616,4.4,0.36420878066992785,-0.021804632142689677,-0.3411974889317675,-5.752978155241726e-07,0.01578939550253989,2.643880342854175e-05,0.9979347935482076
143.5143514351435,-85.77545474263256,2.7995292531517104,4.4,0.36415164366007086,-0.02180481116771481,-0.341210020676049,-5.751378062676425e-07,0.0157858150020372,2.6431219448653417e-05,0.9979353020139673
143.6143614361436,-85.77723729818109,2.7986226938073595,4.4,0.3640947367501054,-0.021804989423269663,-0.3412224985574379,-5.749785288625419e-07,0.015782249890940136,2.6423670226994032e-05,0.9979358081826456
143.7143714371437,-85.77901219273468,2.7977203333675575,4.4,0.3640380590660725,-0.021805166912725025,-0.34123492281188933,-5.748199797161272e-07,0.015778700101832955,2.6416155592327948e-05,0.9979363120652769
