Time (ms),Membrane Potential (mV),Intracellular Ca2+ (mM),ATP,I_Kir61 (pA),I_TRPC1 (pA),I_CaCC (pA),I_CaL (pA),d_inf,f_inf
4.1004100410041,-72.09876694942007,0.8931523658986272,4.4,0.5429778127419005,-0.0,-0.022481899929332794,-8.748834827646792e-08,4.764308224556106e-05,0.9880391452388307
4.2004200420042,-72.15426132293413,0.9067276211544424,4.4,0.5453428613192258,-0.0,-0.022639124684127963,-8.674674832750176e-08,4.722127505942813e-05,0.9881198481039096
4.3004300430043,-72.20999019233942,0.9199760941986378,4.4,0.5477157048652879,-0.0,-0.02279170668645777,-8.600828671386096e-08,4.6801443436807884e-05,0.9882003703442708
4.4004400440044,-72.2659549075741,0.932901870644289,4.4,0.5500961925660652,-0.0,-0.022939883419772645,-8.527297250292038e-08,4.638359119375941e-05,0.9882807105456346
4.5004500450045,-72.32215684994591,0.9455090577298467,4.4,0.5524841685404153,-0.0,-0.02308387673258323,-8.454081439506333e-08,4.596772192843825e-05,0.9883608673232784
4.6004600460046,-72.37859740076263,0.9578017626937617,4.4,0.5548794703590033,-0.0,-0.023223893938478395,-8.381182113896018e-08,4.555383925724e-05,0.9884408392766942
4.7004700470047,-72.43527794133198,0.9697840927744846,4.4,0.5572819288989153,-0.0,-0.023360129003855847,-8.308600152588713e-08,4.5141946811464016e-05,0.9885206249900135
4.8004800480048,-72.49219985296172,0.9814601552104663,4.4,0.5596913681965088,-0.0,-0.023492763622189116,-8.236336438406246e-08,4.473204823399484e-05,0.9886002230324351
4.9004900490049,-72.54936451695959,0.992834057240157,4.4,0.5621076052985214,-0.0,-0.023621968187330252,-8.164391857300745e-08,4.432414717600534e-05,0.988679631958654
5.000500050005,-72.60677331463334,1.0039099061020078,4.4,0.5645304501114888,-0.0,-0.023747902676800214,-8.092767297792579e-08,4.391824729367824e-05,0.9887588503092931
5.1005100510051005,-72.66442762729075,1.0146918090344694,4.4,0.5669597052494986,-0.0,-0.02387071745468321,-8.021463650410843e-08,4.3514352244949765e-05,0.9888378766113362
5.2005200520052,-72.7223288362395,1.0251838732759926,4.4,0.5693951658803317,-0.0,-0.023990554002586397,-7.950481807136174e-08,4.3112465686274464e-05,0.988916709378561
5.3005300530053,-72.78047832278739,1.0353902060650275,4.4,0.5718366195700448,-0.0,-0.024107545586125403,-7.879822660845832e-08,4.271259126941039e-05,0.9889953471119783
5.4005400540054005,-72.8388769500215,1.045314462513046,4.4,0.5742838244314947,-0.0,-0.02422181412318713,-7.809487726132012e-08,4.231473615224257e-05,0.989073787606564
5.5005500550055,-72.89752350532481,1.054958486762174,4.4,0.5767364441249235,-0.0,-0.024333459782499532,-7.739480962008326e-08,4.191892129364686e-05,0.9891520259046258
5.6005600560056,-72.95641858341395,1.064325699781295,4.4,0.5791942105330654,-0.0,-0.024442589657939124,-7.669804088134617e-08,4.152515495788126e-05,0.9892300595177551
5.7005700570057005,-73.01556306105229,1.073419768613938,4.4,0.5816568594136836,-0.0,-0.024549306883271175,-7.600458461337994e-08,4.113344334133358e-05,0.9893078863445474
5.8005800580058,-73.07495781500324,1.0822443603036316,4.4,0.5841241184315334,-0.0,-0.024653708994889147,-7.531445416533657e-08,4.074379250162375e-05,0.989385504290797
5.9005900590059,-73.13460372203019,1.0908031418939053,4.4,0.5865957070207518,-0.0,-0.02475588831697306,-7.462766266442624e-08,4.035620835622102e-05,0.9894629112698252
6.0006000600060005,-73.1945016588965,1.0990997804282878,4.4,0.5890713362469778,-0.0,-0.024855932316204216,-7.394422301314187e-08,3.997069668109295e-05,0.9895401052028069
6.1006100610061,-73.25465250236557,1.107137942950308,4.4,0.5915507086692892,-0.0,-0.02495392392885011,-7.326414788653454e-08,3.95872631093877e-05,0.9896170840190942
6.2006200620062,-73.31505712920084,1.1149212965034951,4.4,0.5940335182020462,-0.0,-0.025049941862741006,-7.258744972953955e-08,3.9205913130149674e-05,0.9896938456565421
6.300630063006301,-73.37571641616564,1.1224535081313782,4.4,0.5965194499767453,-0.0,-0.025144060876401777,-7.191414075435495e-08,3.882665208706938e-05,0.9897703880618303
6.4006400640064,-73.43663124002339,1.1297382448774858,4.4,0.599008180203994,-0.0,-0.025236352037373618,-7.124423293786951e-08,3.844948517726561e-05,0.9898467091907862
6.5006500650065,-73.49780247753746,1.1367791737853468,4.4,0.6014993760357019,-0.0,-0.025326882961556864,-7.05777380191452e-08,3.807441745010319e-05,0.9899228070087038
6.600660066006601,-73.55923090211303,1.1435798869657696,4.4,0.6039926912396046,-0.0,-0.025415717456685458,-6.991466860740172e-08,3.7701454430500944e-05,0.9899986793634612
6.7006700670067,-73.62091501464249,1.1501423290021564,4.4,0.6064876785556972,-0.0,-0.025502903666039217,-6.925506121409838e-08,3.73306150635226e-05,0.9900743213399954
6.8006800680068,-73.6828543096106,1.156469164812983,4.4,0.6089839226423113,-0.0,-0.025588492669009144,-6.859894067927336e-08,3.696191169662129e-05,0.9901497293227227
6.900690069006901,-73.74504914269299,1.16256368366327,4.4,0.6114810339949569,-0.0,-0.0256725377609497,-6.794632205899203e-08,3.659535115500378e-05,0.990224900792134
7.000700070007,-73.80749986956518,1.1684291748180369,4.4,0.6139786138282209,-0.0,-0.02575508976597369,-6.729721996534806e-08,3.623093999693746e-05,0.9902998332574577
7.1007100710071,-73.87020684590277,1.1740689275423046,4.4,0.6164762539736768,-0.0,-0.025836197186361508,-6.665164856707503e-08,3.586868451459587e-05,0.990374524256829
7.200720072007201,-73.93317042738133,1.1794862311010932,4.4,0.6189735367797546,-0.0,-0.02591590634209514,-6.60096215902371e-08,3.550859073494909e-05,0.9904489713574542
7.3007300730073,-73.99639096967643,1.1846843747594231,4.4,0.6214700350137373,-0.0,-0.02599426150130768,-6.537115231898823e-08,3.5150664420693425e-05,0.9905231721557701
7.4007400740074,-74.05986882846365,1.1896666477823148,4.4,0.623965311766015,-0.0,-0.026071305002368206,-6.473625359640837e-08,3.479491107122438e-05,0.9905971242775996
7.500750075007501,-74.12360435941854,1.194436339434788,4.4,0.6264589203567519,-0.0,-0.026147077368258786,-6.410493782541021e-08,3.4441335923649646e-05,0.9906708253783022
7.6007600760076,-74.18759791821671,1.1989967389818637,4.4,0.6289504042451267,-0.0,-0.026221617413843518,-6.347721696971843e-08,3.408994395384266e-05,0.9907442731429216
7.7007700770077,-74.25184986053371,1.203351135688562,4.4,0.6314392969412855,-0.0,-0.026294962346577317,-6.285310255492127e-08,3.374073987753685e-05,0.9908174652863257
7.800780078007801,-74.31636054204513,1.2075028188199028,4.4,0.6339251219211877,-0.0,-0.026367147861156404,-6.223260566959218e-08,3.339372815145875e-05,0.990890399553346
7.9007900790079,-74.38112823866176,1.2114543041776693,4.4,0.6364073130599761,-0.0,-0.026438201825019277,-6.161575667638967e-08,3.3048923989197274e-05,0.9909630713941869
8.000800080008,-74.44615029539499,1.215207754745491,4.4,0.6388852604797856,-0.0,-0.026508147909460843,-6.100259345908118e-08,3.270634677006013e-05,0.9910354753273183
8.1008100810081,-74.51142646066597,1.2187662126354428,4.4,0.6413584376044337,-0.0,-0.02657701586085053,-6.039313002551108e-08,3.2366002499838744e-05,0.991107608648876
8.2008200820082,-74.57695643129561,1.2221326858337644,4.4,0.643826306333997,-0.0,-0.026644833982922164,-5.978738021834343e-08,3.2027897074339776e-05,0.9911794686486951
8.3008300830083,-74.64273984292429,1.225310144640151,4.4,0.646288316723474,-0.0,-0.026711629177249396,-5.9185357783488114e-08,3.1692036317680147e-05,0.9912510526020125
8.4008400840084,-74.70877627001185,1.2283015216677529,4.4,0.6487439070403586,-0.0,-0.026777427008793528,-5.8587076347429335e-08,3.1358425969685374e-05,0.9913223577719287
8.5008500850085,-74.77506522583757,1.2311097118431744,4.4,0.6511925038332679,-0.0,-0.026842251767292945,-5.799254939515479e-08,3.1027071673660475e-05,0.9913933814118295
8.6008600860086,-74.84160616250027,1.2337375724064765,4.4,0.6536335220119468,-0.0,-0.026906126524780832,-5.7401790248682665e-08,3.0697978964530535e-05,0.9914641207677735
8.7008700870087,-74.90839847091817,1.2361879229111743,4.4,0.6560663649389332,-0.0,-0.026969073189493833,-5.6814812046194645e-08,3.037115325735461e-05,0.9915345730808416
8.8008800880088,-74.975441480829,1.2384635452242378,4.4,0.6584904245332096,-0.0,-0.02703111255641452,-5.6231627721770566e-08,3.0046599836209667e-05,0.9916047355894494
8.9008900890089,-75.04273446078999,1.2405671835260923,4.4,0.6609050813861168,-0.0,-0.027092264354670142,-5.565224998572884e-08,2.9724323843445724e-05,0.9916746055316198
9.000900090009,-75.11027661817774,1.2425015443106187,4.4,0.6633097048898196,-0.0,-0.02715254729199312,-5.5076691305573616e-08,2.9404330269311762e-05,0.9917441801472179
9.1009100910091,-75.1780670991884,1.244269296385152,4.4,0.665703653378612,-0.0,-0.027211979096432762,-5.4504963887546476e-08,2.9086623941950253e-05,0.9918134566801463
9.2009200920092,-75.2461049888376,1.2458730708704828,4.4,0.6680862742833171,-0.0,-0.02727057655549253,-5.3937079658785934e-08,2.8771209517760982e-05,0.9918824323805002
9.3009300930093,-75.3143893109604,1.247315461200857,4.4,0.6704569042990436,-0.0,-0.027328355552854032,-5.3373050250094194e-08,2.8458091472132865e-05,0.9919511045066822
9.4009400940094,-75.38291902821129,1.2485990231239747,4.4,0.6728148695665522,-0.0,-0.027385331102836624,-5.2812886979308406e-08,2.814727409054124e-05,0.9920194703274772
9.5009500950095,-75.45169304206435,1.2497262747009923,4.4,0.6751594858674634,-0.0,-0.02744151738272994,-5.2256600835277276e-08,2.7838761460010057e-05,0.9920875271240829
9.6009600960096,-75.52071019281306,1.2506996963065202,4.4,0.6774900588335191,-0.0,-0.027496927763126188,-5.170420246244431e-08,2.753255746093849e-05,0.9921552721921029
9.7009700970097,-75.58996925957032,1.2515217306286242,4.4,0.6798058841701194,-0.0,-0.027551574836369847,-5.1155702146032526e-08,2.7228665759288228e-05,0.9922227028434933
9.8009800980098,-75.65946896026858,1.2521947826688253,4.4,0.682106247894324,-0.0,-0.027605470443233283,-5.061110979783038e-08,2.6927089799130085e-05,0.9922898164084705
9.900990099009901,-75.72920795165975,1.2527212197420994,4.4,0.6843904265874872,-0.0,-0.027658625697918646,-5.0070434942577844e-08,2.662783279554842e-05,0.9923566102373726
10.00100010001,-75.79918482931515,1.2531033714768778,4.4,0.6866576876626933,-0.0,-0.027711051011479006,-4.953368670495036e-08,2.633089772790086e-05,0.9924230817024803
10.1010101010101,-75.86939812762564,1.2533435298150464,4.4,0.6889072896471352,-0.0,-0.027762756113744846,-4.900087379713651e-08,2.6036287333430055e-05,0.9924892281997917
10.201020102010201,-75.93984631980153,1.253443949011946,4.4,0.6911384824795536,-0.0,-0.027813750073835398,-4.847200450700797e-08,2.574400410122562e-05,0.9925550471507548
10.3010301030103,-76.01052781787257,1.253406845636373,4.4,0.6933505078228436,-0.0,-0.027864041319328556,-4.794708668687824e-08,2.54540502665331e-05,0.9926205360039558
10.4010401040104,-76.08144097268803,1.253234398570579,4.4,0.6955425993919138,-0.0,-0.027913637654157598,-4.74261277428462e-08,2.5166427805406794e-05,0.9926856922367608
10.501050105010501,-76.1525840739166,1.25292874901027,4.4,0.6977139832968511,-0.0,-0.02796254627529765,-4.690913462472142e-08,2.488113842970367e-05,0.9927505133569154
10.6010601060106,-76.22395352448136,1.2524929731630419,4.4,0.6998638237788702,-0.0,-0.028010778690016617,-4.63961268671882e-08,2.459819077864629e-05,0.9928149952616588
10.7010701070107,-76.29554472978698,1.2519306084499224,4.4,0.7019912535702105,-0.0,-0.02805834841269469,-4.5887129581457364e-08,2.431759653876159e-05,0.992879133101754
10.801080108010801,-76.36735529585877,1.2512439494714669,4.4,0.7040954694237094,-0.0,-0.028105262387177657,-4.5382150729598285e-08,2.4039357917587327e-05,0.9929429241465124
10.9010901090109,-76.43938276354946,1.250435255268724,4.4,0.7061756629637868,-0.0,-0.028151527050794815,-4.4881197673542584e-08,2.3763476778886075e-05,0.9930063657120137
11.001100110011,-76.51162459540576,1.2495067563209994,4.4,0.7082310207834314,-0.0,-0.028197148384223523,-4.438427725924971e-08,2.348995468974055e-05,0.9930694551509973
11.101110111011101,-76.58407817566842,1.248460654545859,4.4,0.7102607249564409,-0.0,-0.028242131925399903,-4.389139580666401e-08,2.3218792915695396e-05,0.9931321898546096
11.2011201120112,-76.65674081027214,1.2472991232991257,4.4,0.7122639535664795,-0.0,-0.028286482782674146,-4.3402559100376736e-08,2.2949992416306238e-05,0.9931945672540926
11.3011301130113,-76.72960972684564,1.2460243073748811,4.4,0.714239881252743,-0.0,-0.02833020564724706,-4.291777238098581e-08,2.268355384109079e-05,0.993256584822415
11.401140114011401,-76.80268207471165,1.2446383230054654,4.4,0.7161876797719694,-0.0,-0.028373304804921628,-4.24370403371455e-08,2.2419477525876412e-05,0.9933182400758411
11.5011501150115,-76.87595492488684,1.2431432578614765,4.4,0.7181065185765134,-0.0,-0.02841578414720132,-4.1960367098299425e-08,2.2157763489538906e-05,0.9933795305754465
11.6011601160116,-76.94942527008192,1.2415411710517712,4.4,0.7199955654081621,-0.0,-0.02845764718176465,-4.148775622808505e-08,2.189841143112505e-05,0.9934404539285667
11.701170117011701,-77.02309002470156,1.2398340931234644,4.4,0.7218539869073252,-0.0,-0.028498897042343267,-4.101921071840538e-08,2.164142072735481e-05,0.9935010077901946
11.8011801180118,-77.09694602484451,1.238024026061929,4.4,0.7236809492372089,-0.0,-0.028539536498029275,-4.0554732984154335e-08,2.1386790430494842e-05,0.9935611898643136
11.9011901190119,-77.17099002830344,1.2361129432907974,4.4,0.7254756187225336,-0.0,-0.02857956796203534,-4.0094324858591035e-08,2.1134519266599105e-05,0.9936209979051741
12.001200120012001,-77.24521871456498,1.2341027896719585,4.4,0.7272371625023301,-0.0,-0.02861899349992988,-3.96379875893485e-08,2.0884605634107384e-05,0.993680429718511
12.1012101210121,-77.31962868480986,1.2319954815055612,4.4,0.7289647491963064,-0.0,-0.028657814837367786,-3.918572183506903e-08,2.0637047602796395e-05,0.9937394831627013
12.2012201220122,-77.39421646191273,1.2297929065300117,4.4,0.7306575495842335,-0.0,-0.028696033367335647,-3.873752766265675e-08,2.0391842913076684e-05,0.9937981561498654
12.301230123012301,-77.46897849044227,1.227496923921975,4.4,0.732314737297777,-0.0,-0.028733650156929233,-3.829340454513502e-08,2.0148988975627596e-05,0.9938564466469082
12.4012401240124,-77.54391113666112,1.2251093642963746,4.4,0.7339354895241557,-0.0,-0.028770665953679685,-3.785335136009731e-08,1.9908482871362696e-05,0.9939143526765031
12.5012501250125,-77.61901068852599,1.2226320297063915,4.4,0.7355189877209704,-0.0,-0.02880708119144343,-3.741736638874233e-08,1.9670321351719465e-05,0.9939718723180179
12.601260126012601,-77.69427335568749,1.220066693643466,4.4,0.7370644183415177,-0.0,-0.028842895995869904,-3.698544731548045e-08,1.9434500839264895e-05,0.9940290037083842
12.7012701270127,-77.76969526949026,1.217415101037296,4.4,0.7385709735698694,-0.0,-0.028878110189460047,-3.655759122809954e-08,1.920101742860945e-05,0.9940857450429086
12.8012801280128,-77.84527248297296,1.2146789682558383,4.4,0.7400378520649571,-0.0,-0.028912723296227405,-3.613379461847878e-08,1.896986688762185e-05,0.9941420945760271
12.901290129012901,-77.92100097086823,1.2118599831053072,4.4,0.741464259712875,-0.0,-0.028946734545972696,-3.5714053383838524e-08,1.874104465893713e-05,0.9941980506220051
13.001300130013,-77.99687662960272,1.2089598048301766,4.4,0.7428494103865817,-0.0,-0.02898014287818196,-3.529836282851292e-08,1.8514545861749528e-05,0.9942536115555797
13.1013101310131,-78.07289527729706,1.2059800641131775,4.4,0.7441925267121523,-0.0,-0.02901294694555734,-3.488671766623382e-08,1.8290365293882944e-05,0.9943087758125473
13.201320132013201,-78.14905265376586,1.2029223630752999,4.4,0.7454928408406992,-0.0,-0.029045145117188687,-3.447911202291199e-08,1.8068497434130217e-05,0.994363541890296
13.3013301330133,-78.22534396441402,1.199789194640956,4.4,0.7467495878497151,-0.0,-0.029076741713398222,-3.407554183851915e-08,1.7848937749472477e-05,0.9944179080247358
13.4013401340134,-78.30176406710156,1.1965835658758197,4.4,0.7479620108246994,-0.0,-0.029107744626007615,-3.367600375962707e-08,1.7631682090540663e-05,0.9944718723367553
13.501350135013501,-78.37830833626353,1.1933072561861209,4.4,0.749129375415354,-0.0,-0.029138153491373994,-3.328049062579757e-08,1.7416724238180248e-05,0.9945254334428888
13.6013601360136,-78.4549720683797,1.1899620157094055,4.4,0.7502509602987181,-0.0,-0.02916796772395256,-3.2888994675779484e-08,1.720405764993984e-05,0.9945785900260814
13.7013701370137,-78.5317504772014,1.186549574935795,4.4,0.7513260579058781,-0.0,-0.02919718658686144,-3.2501507577416914e-08,1.6993675477155988e-05,0.9946313408326182
13.801380138013801,-78.60863869375146,1.1830716447079888,4.4,0.7523539752286581,-0.0,-0.029225809197424867,-3.211802043261555e-08,1.6785570568458348e-05,0.994683684672415
13.9013901390139,-78.68563176632426,1.1795299162212631,4.4,0.7533340346251566,-0.0,-0.029253834532538468,-3.1738523782748084e-08,1.6579735473506226e-05,0.9947356204192577
14.001400140014,-78.76272466048576,1.1759260610234703,4.4,0.7542655746230352,-0.0,-0.029281261433862373,-3.1363007614486424e-08,1.6376162446948817e-05,0.9947871470109839
14.101410141014101,-78.83991225907337,1.1722617310150403,4.4,0.755147950719463,-0.0,-0.02930808861284738,-3.099146136604598e-08,1.6174843452600282e-05,0.9948382634496168
14.2014201420142,-78.91718936219614,1.1685385584489798,4.4,0.7559805361766055,-0.0,-0.029334314655599145,-3.062387393382673e-08,1.597577016782045e-05,0.9948889688014441
14.3014301430143,-78.9945506872346,1.1647581559308717,4.4,0.7567627228115381,-0.0,-0.029359938027584614,-3.026023367943867e-08,1.5778933988093677e-05,0.9949392621970471
14.401440144014401,-79.07199086884077,1.1609221164188763,4.4,0.7574939217794606,-0.0,-0.029384957078185066,-2.990052843709597e-08,1.5584326031796448e-05,0.9949891428312805
14.5014501450145,-79.14950445893831,1.157032013223731,4.4,0.75817356434909,-0.0,-0.02940937004509932,-2.9544745521365517e-08,1.5391937145145254e-05,0.9950386099632006
14.6014601460146,-79.22708592672234,1.1530894000087493,4.4,0.7588011026691011,-0.0,-0.02943317505860038,-2.9192871735256753e-08,1.5201757907316875e-05,0.9950876629159475
14.701470147014701,-79.3047296586596,1.149095810789822,4.4,0.7593760105244957,-0.0,-0.0294563701456488,-2.8844893378637194e-08,1.5013778635731852e-05,0.9951363010765789
14.8014801480148,-79.38242995848822,1.145052759935416,4.4,0.7598977840817803,-0.0,-0.029478953233865055,-2.8500796256961284e-08,1.4827989391493943e-05,0.9951845238958553
14.9014901490149,-79.46018104721804,1.140961742166577,4.4,0.7603659426218478,-0.0,-0.029500922155363964,-2.8160565690295185e-08,1.4644379984975277e-05,0.9952323308879829
15.001500150015001,-79.53797706313033,1.1368242325569253,4.4,0.7607800292594593,-0.0,-0.02952227465045248,-2.7824186522628392e-08,1.4462939981541798e-05,0.9952797216303086
15.1015101510151,-79.61581206177792,1.132641686532659,4.4,0.7611396116482507,-0.0,-0.02954300837119337,-2.7491643131453152e-08,1.4283658707408138e-05,0.9953266957629715
15.2015201520152,-79.69368001598518,1.1284155398725533,4.4,0.7614442826701914,-0.0,-0.029563120884835942,-2.7162919437601593e-08,1.4106525255615781e-05,0.9953732529885132
15.301530153015301,-79.77157481584804,1.1241472087079596,4.4,0.7616936611084513,-0.0,-0.02958260967711528,-2.6837998915324887e-08,1.3931528492125655e-05,0.9954193930714431
15.4015401540154,-79.84949026873393,1.1198380895228066,4.4,0.7618873923026526,-0.0,-0.029601472155420996,-2.6516864602601935e-08,1.3758657062017825e-05,0.9954651158377651
15.5015501550155,-79.92742009928186,1.1154895591536,4.4,0.762025148785505,-0.0,-0.029619705651836362,-2.619949911166325e-08,1.3587899395790105e-05,0.9955104211744625
15.601560156015601,-80.00535794940231,1.1111029747894217,4.4,0.7621066308998535,-0.0,-0.029637307426048337,-2.588588463971791e-08,1.3419243715748625e-05,0.9955553090289435
15.7015701570157,-80.08329737827735,1.106679673971931,4.4,0.7621315673952009,-0.0,-0.029654274668129088,-2.5576002979868883e-08,1.3252678042482008e-05,0.9955997794084497
15.8015801580158,-80.1612318623606,1.1022209745953637,4.4,0.7620997160027903,-0.0,-0.029670604501188847,-2.526983553220589e-08,1.3088190201412936e-05,0.9956438323794263
