ggap,Ikir_coef,cm,K_o,I_app,Vm_0,Vm_1,Vm_2,Vm_3,Vm_4,Vm_5,Vm_6,Vm_7,Vm_8,Vm_9,Vm_10,Vm_11,Vm_12,Vm_13,Vm_14,Vm_15,Vm_16,Vm_17,Vm_18,Vm_19,Vm_20,Vm_21,Vm_22,Vm_23,Vm_24,Vm_25,Vm_26,Vm_27,Vm_28,Vm_29,Vm_30,Vm_31,Vm_32,Vm_33,Vm_34,Vm_35,Vm_36,Vm_37,Vm_38,Vm_39,Vm_40,Vm_41,Vm_42,Vm_43,Vm_44,Vm_45,Vm_46,Vm_47,Vm_48,Vm_49,Vm_50,Vm_51,Vm_52,Vm_53,Vm_54,Vm_55,Vm_56,Vm_57,Vm_58,Vm_59,Vm_60,Vm_61,Vm_62,Vm_63,Vm_64,Vm_65,Vm_66,Vm_67,Vm_68,Vm_69,Vm_70,Vm_71,Vm_72,Vm_73,Vm_74,Vm_75,Vm_76,Vm_77,Vm_78,Vm_79,Vm_80,Vm_81,Vm_82,Vm_83,Vm_84,Vm_85,Vm_86,Vm_87,Vm_88,Vm_89,Vm_90,Vm_91,Vm_92,Vm_93,Vm_94,Vm_95,Vm_96,Vm_97,Vm_98,Vm_99,Vm_100,Vm_101,Vm_102,Vm_103,Vm_104,Vm_105,Vm_106,Vm_107,Vm_108,Vm_109,Vm_110,Vm_111,Vm_112,Vm_113,Vm_114,Vm_115,Vm_116,Vm_117,Vm_118,Vm_119,Vm_120,Vm_121,Vm_122,Vm_123,Vm_124,Vm_125,Vm_126,Vm_127,Vm_128,Vm_129,Vm_130,Vm_131,Vm_132,Vm_133,Vm_134,Vm_135,Vm_136,Vm_137,Vm_138,Vm_139,Vm_140,Vm_141,Vm_142,Vm_143,Vm_144,Vm_145,Vm_146,Vm_147,Vm_148,Vm_149,Vm_150,Vm_151,Vm_152,Vm_153,Vm_154,Vm_155,Vm_156,Vm_157,Vm_158,Vm_159,Vm_160,Vm_161,Vm_162,Vm_163,Vm_164,Vm_165,Vm_166,Vm_167,Vm_168,Vm_169,Vm_170,Vm_171,Vm_172,Vm_173,Vm_174,Vm_175,Vm_176,Vm_177,Vm_178,Vm_179,Vm_180,Vm_181,Vm_182,Vm_183,Vm_184,Vm_185,Vm_186,Vm_187,Vm_188,Vm_189,Vm_190,Vm_191,Vm_192,Vm_193,Vm_194,Vm_195,Vm_196,Vm_197,Vm_198,Vm_199
9.52009,0.928807,13.5756,3.03718,20.6441,40,-22.333,-24.1709,-25.5738,-26.6575,-27.495,-28.1424,-28.643,-29.0302,-29.3296,-29.5613,-29.7405,-29.8792,-29.9866,-30.0696,-30.1339,-30.1836,-30.2221,-30.2519,-30.275,-30.2928,-30.3066,-30.3173,-30.3256,-30.332,-30.337,-30.3408,-30.3438,-30.3461,-30.3479,-30.3492,-30.3503,-30.3511,-30.3518,-30.3523,-30.3526,-30.3529,-30.3532,-30.3533,-30.3535,-30.3536,-30.3537,-30.3537,-30.3538,-30.3538,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.3539,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354,-30.354
14.1148,0.87896,11.7337,6.27579,-53.1348,-80,-25.9391,-31.4869,-36.8899,-42.1503,-47.1754,-51.7524,-55.6541,-58.7715,-61.1403,-62.8801,-64.1299,-65.0151,-65.6363,-66.0696,-66.3707,-66.5793,-66.7236,-66.8232,-66.892,-66.9394,-66.9721,-66.9947,-67.0102,-67.0209,-67.0283,-67.0334,-67.0369,-67.0393,-67.041,-67.0421,-67.0429,-67.0434,-67.0438,-67.0441,-67.0442,-67.0444,-67.0445,-67.0445,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446,-67.0446
26.6421,0.527954,6.55348,1.09468,-92.0647,40,-21.3308,-22.6951,-23.757,-24.6645,-25.4401,-26.1031,-26.6697,-27.1541,-27.568,-27.9219,-28.2243,-28.4828,-28.7038,-28.8927,-29.0541,-29.1921,-29.31,-29.4108,-29.497,-29.5706,-29.6336,-29.6874,-29.7334,-29.7727,-29.8063,-29.835,-29.8596,-29.8805,-29.8985,-29.9138,-29.9269,-29.9381,-29.9477,-29.9559,-29.9629,-29.9688,-29.9739,-29.9783,-29.982,-29.9852,-29.988,-29.9903,-29.9923,-29.994,-29.9954,-29.9967,-29.9978,-29.9987,-29.9994,-30.0001,-30.0007,-30.0012,-30.0016,-30.0019,-30.0022,-30.0025,-30.0027,-30.0029,-30.0031,-30.0032,-30.0033,-30.0034,-30.0035,-30.0036,-30.0036,-30.0037,-30.0037,-30.0038,-30.0038,-30.0038,-30.0039,-30.0039,-30.0039,-30.0039,-30.0039,-30.0039,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004,-30.004
13.6874,0.611922,6.23102,3.1214,17.9863,40,-21.9286,-23.6002,-24.893,-25.9341,-26.7726,-27.4482,-27.9925,-28.4312,-28.7847,-29.0696,-29.2993,-29.4845,-29.6338,-29.7541,-29.8511,-29.9293,-29.9924,-30.0433,-30.0843,-30.1173,-30.144,-30.1655,-30.1828,-30.1968,-30.2081,-30.2171,-30.2245,-30.2304,-30.2351,-30.239,-30.2421,-30.2446,-30.2466,-30.2482,-30.2495,-30.2506,-30.2514,-30.2521,-30.2527,-30.2531,-30.2535,-30.2538,-30.254,-30.2542,-30.2543,-30.2545,-30.2546,-30.2546,-30.2547,-30.2548,-30.2548,-30.2548,-30.2549,-30.2549,-30.2549,-30.2549,-30.2549,-30.2549,-30.2549,-30.2549,-30.2549,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255,-30.255
21.2496,0.517664,10.0061,6.07993,90.0474,-80,-21.9558,-23.5056,-24.8849,-26.0664,-27.0805,-27.9525,-28.7039,-29.3522,-29.9124,-30.3973,-30.8175,-31.1819,-31.4984,-31.7734,-32.0126,-32.2209,-32.4022,-32.5603,-32.6981,-32.8183,-32.9232,-33.0147,-33.0947,-33.1645,-33.2255,-33.2788,-33.3254,-33.3661,-33.4016,-33.4328,-33.46,-33.4838,-33.5046,-33.5228,-33.5387,-33.5526,-33.5648,-33.5754,-33.5847,-33.5929,-33.6,-33.6062,-33.6117,-33.6165,-33.6207,-33.6243,-33.6275,-33.6303,-33.6328,-33.6349,-33.6368,-33.6384,-33.6398,-33.6411,-33.6422,-33.6432,-33.644,-33.6447,-33.6454,-33.6459,-33.6464,-33.6469,-33.6473,-33.6476,-33.6479,-33.6481,-33.6483,-33.6485,-33.6487,-33.6489,-33.649,-33.6491,-33.6492,-33.6493,-33.6494,-33.6494,-33.6495,-33.6495,-33.6496,-33.6496,-33.6497,-33.6497,-33.6497,-33.6497,-33.6498,-33.6498,-33.6498,-33.6498,-33.6498,-33.6498,-33.6498,-33.6498,-33.6498,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499,-33.6499
28.7678,0.524764,6.00384,5.28897,-85.251,40,-21.3937,-22.8707,-24.0271,-25.0305,-25.9022,-26.6599,-27.3191,-27.8929,-28.3926,-28.8281,-29.2077,-29.5389,-29.8278,-30.08,-30.3002,-30.4925,-30.6605,-30.8073,-30.9356,-31.0477,-31.1457,-31.2314,-31.3064,-31.3719,-31.4292,-31.4794,-31.5233,-31.5616,-31.5952,-31.6246,-31.6503,-31.6727,-31.6924,-31.7096,-31.7247,-31.7379,-31.7494,-31.7595,-31.7683,-31.776,-31.7828,-31.7887,-31.7939,-31.7984,-31.8024,-31.8059,-31.8089,-31.8116,-31.8139,-31.8159,-31.8177,-31.8193,-31.8206,-31.8218,-31.8229,-31.8238,-31.8246,-31.8253,-31.8259,-31.8265,-31.8269,-31.8273,-31.8277,-31.828,-31.8283,-31.8285,-31.8287,-31.8289,-31.8291,-31.8292,-31.8294,-31.8295,-31.8296,-31.8296,-31.8297,-31.8298,-31.8298,-31.8299,-31.8299,-31.83,-31.83,-31.83,-31.83,-31.8301,-31.8301,-31.8301,-31.8301,-31.8301,-31.8301,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302,-31.8302
9.77452,0.718543,14.4011,3.19768,-52.1564,40,-22.3038,-24.1236,-25.5174,-26.5975,-27.4347,-28.0838,-28.5872,-28.9778,-29.2807,-29.5158,-29.6982,-29.8398,-29.9497,-30.0349,-30.1011,-30.1525,-30.1924,-30.2233,-30.2474,-30.266,-30.2805,-30.2917,-30.3005,-30.3072,-30.3125,-30.3166,-30.3197,-30.3222,-30.3241,-30.3256,-30.3267,-30.3276,-30.3283,-30.3289,-30.3293,-30.3296,-30.3299,-30.3301,-30.3302,-30.3303,-30.3304,-30.3305,-30.3305,-30.3306,-30.3306,-30.3306,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307,-30.3307
13.5646,0.673947,8.7527,4.36827,-61.2039,40,-22.0457,-23.7841,-25.1537,-26.2633,-27.1632,-27.8935,-28.4866,-28.9685,-29.3603,-29.679,-29.9383,-30.1493,-30.321,-30.4609,-30.5748,-30.6675,-30.7431,-30.8046,-30.8547,-30.8956,-30.9289,-30.956,-30.9781,-30.9961,-31.0108,-31.0227,-31.0325,-31.0404,-31.0469,-31.0522,-31.0565,-31.06,-31.0628,-31.0651,-31.067,-31.0686,-31.0698,-31.0709,-31.0717,-31.0724,-31.0729,-31.0734,-31.0738,-31.0741,-31.0743,-31.0745,-31.0747,-31.0748,-31.0749,-31.075,-31.0751,-31.0751,-31.0752,-31.0752,-31.0752,-31.0753,-31.0753,-31.0753,-31.0753,-31.0753,-31.0753,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754,-31.0754
21.4737,0.715752,6.29728,1.69001,45.7755,40,-21.504,-22.9556,-24.0888,-25.0402,-25.8392,-26.5102,-27.0737,-27.547,-27.9444,-28.2782,-28.5585,-28.794,-28.9917,-29.1577,-29.2972,-29.4143,-29.5127,-29.5953,-29.6647,-29.723,-29.772,-29.8131,-29.8476,-29.8766,-29.901,-29.9214,-29.9386,-29.953,-29.9651,-29.9753,-29.9839,-29.991,-29.9971,-30.0021,-30.0064,-30.01,-30.013,-30.0155,-30.0176,-30.0194,-30.0209,-30.0221,-30.0232,-30.0241,-30.0248,-30.0254,-30.026,-30.0264,-30.0268,-30.0271,-30.0273,-30.0276,-30.0277,-30.0279,-30.028,-30.0281,-30.0282,-30.0283,-30.0284,-30.0284,-30.0285,-30.0285,-30.0285,-30.0286,-30.0286,-30.0286,-30.0286,-30.0286,-30.0286,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287,-30.0287
13.0983,0.787276,8.31972,5.4421,-40.4256,-80,-22.4164,-24.3074,-25.8991,-27.2111,-28.2962,-29.1965,-29.9455,-30.5704,-31.0928,-31.5306,-31.898,-32.2068,-32.4668,-32.6858,-32.8706,-33.0266,-33.1585,-33.2699,-33.3642,-33.444,-33.5115,-33.5687,-33.6172,-33.6583,-33.6931,-33.7226,-33.7476,-33.7688,-33.7868,-33.8021,-33.815,-33.826,-33.8353,-33.8432,-33.8499,-33.8556,-33.8604,-33.8645,-33.868,-33.8709,-33.8734,-33.8755,-33.8773,-33.8789,-33.8801,-33.8812,-33.8822,-33.883,-33.8836,-33.8842,-33.8847,-33.8851,-33.8855,-33.8857,-33.886,-33.8862,-33.8864,-33.8865,-33.8867,-33.8868,-33.8869,-33.887,-33.887,-33.8871,-33.8871,-33.8872,-33.8872,-33.8872,-33.8873,-33.8873,-33.8873,-33.8873,-33.8873,-33.8873,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874,-33.8874
