ggap,Ikir_coef,cm,K_o,I_app,Vm_0,Vm_1,Vm_2,Vm_3,Vm_4,Vm_5,Vm_6,Vm_7,Vm_8,Vm_9,Vm_10,Vm_11,Vm_12,Vm_13,Vm_14,Vm_15,Vm_16,Vm_17,Vm_18,Vm_19,Vm_20,Vm_21,Vm_22,Vm_23,Vm_24,Vm_25,Vm_26,Vm_27,Vm_28,Vm_29,Vm_30,Vm_31,Vm_32,Vm_33,Vm_34,Vm_35,Vm_36,Vm_37,Vm_38,Vm_39,Vm_40,Vm_41,Vm_42,Vm_43,Vm_44,Vm_45,Vm_46,Vm_47,Vm_48,Vm_49,Vm_50,Vm_51,Vm_52,Vm_53,Vm_54,Vm_55,Vm_56,Vm_57,Vm_58,Vm_59,Vm_60,Vm_61,Vm_62,Vm_63,Vm_64,Vm_65,Vm_66,Vm_67,Vm_68,Vm_69,Vm_70,Vm_71,Vm_72,Vm_73,Vm_74,Vm_75,Vm_76,Vm_77,Vm_78,Vm_79,Vm_80,Vm_81,Vm_82,Vm_83,Vm_84,Vm_85,Vm_86,Vm_87,Vm_88,Vm_89,Vm_90,Vm_91,Vm_92,Vm_93,Vm_94,Vm_95,Vm_96,Vm_97,Vm_98,Vm_99,Vm_100,Vm_101,Vm_102,Vm_103,Vm_104,Vm_105,Vm_106,Vm_107,Vm_108,Vm_109,Vm_110,Vm_111,Vm_112,Vm_113,Vm_114,Vm_115,Vm_116,Vm_117,Vm_118,Vm_119,Vm_120,Vm_121,Vm_122,Vm_123,Vm_124,Vm_125,Vm_126,Vm_127,Vm_128,Vm_129,Vm_130,Vm_131,Vm_132,Vm_133,Vm_134,Vm_135,Vm_136,Vm_137,Vm_138,Vm_139,Vm_140,Vm_141,Vm_142,Vm_143,Vm_144,Vm_145,Vm_146,Vm_147,Vm_148,Vm_149,Vm_150,Vm_151,Vm_152,Vm_153,Vm_154,Vm_155,Vm_156,Vm_157,Vm_158,Vm_159,Vm_160,Vm_161,Vm_162,Vm_163,Vm_164,Vm_165,Vm_166,Vm_167,Vm_168,Vm_169,Vm_170,Vm_171,Vm_172,Vm_173,Vm_174,Vm_175,Vm_176,Vm_177,Vm_178,Vm_179,Vm_180,Vm_181,Vm_182,Vm_183,Vm_184,Vm_185,Vm_186,Vm_187,Vm_188,Vm_189,Vm_190,Vm_191,Vm_192,Vm_193,Vm_194,Vm_195,Vm_196,Vm_197,Vm_198,Vm_199
34.4314,0.805409,11.913,7.92886,-91.4146,-80,-24.8897,-29.4099,-33.8413,-38.0805,-42.0717,-45.7334,-48.9869,-51.7864,-54.1296,-56.0493,-57.5975,-58.832,-59.8085,-60.5764,-61.1778,-61.6473,-62.013,-62.2973,-62.5182,-62.6895,-62.8223,-62.9252,-63.0049,-63.0666,-63.1144,-63.1514,-63.18,-63.2021,-63.2192,-63.2325,-63.2427,-63.2506,-63.2568,-63.2615,-63.2652,-63.268,-63.2702,-63.2719,-63.2732,-63.2742,-63.275,-63.2756,-63.2761,-63.2764,-63.2767,-63.2769,-63.2771,-63.2772,-63.2773,-63.2774,-63.2775,-63.2775,-63.2776,-63.2776,-63.2776,-63.2776,-63.2776,-63.2776,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777,-63.2777
26.2346,0.583099,9.83717,5.01619,27.2591,40,-21.5119,-22.9614,-24.1404,-25.156,-26.0317,-26.7873,-27.4396,-28.0032,-28.4903,-28.9116,-29.2761,-29.5915,-29.8647,-30.1013,-30.3063,-30.4839,-30.6379,-30.7714,-30.8871,-30.9875,-31.0746,-31.1501,-31.2156,-31.2725,-31.3218,-31.3646,-31.4017,-31.4339,-31.4619,-31.4862,-31.5073,-31.5255,-31.5414,-31.5552,-31.5672,-31.5775,-31.5865,-31.5944,-31.6012,-31.6071,-31.6122,-31.6166,-31.6205,-31.6238,-31.6267,-31.6292,-31.6314,-31.6333,-31.635,-31.6364,-31.6377,-31.6387,-31.6397,-31.6405,-31.6412,-31.6418,-31.6423,-31.6428,-31.6432,-31.6435,-31.6439,-31.6441,-31.6443,-31.6445,-31.6447,-31.6449,-31.645,-31.6451,-31.6452,-31.6453,-31.6454,-31.6454,-31.6455,-31.6455,-31.6456,-31.6456,-31.6456,-31.6457,-31.6457,-31.6457,-31.6457,-31.6457,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458,-31.6458
27.1135,0.833345,12.7189,2.01575,-86.1526,40,-21.3826,-22.6852,-23.7457,-24.6537,-25.4311,-26.0969,-26.6669,-27.155,-27.573,-27.9309,-28.2375,-28.5,-28.7248,-28.9173,-29.0821,-29.2233,-29.3442,-29.4478,-29.5365,-29.6124,-29.6775,-29.7332,-29.7809,-29.8218,-29.8568,-29.8867,-29.9124,-29.9344,-29.9532,-29.9693,-29.9832,-29.995,-30.0051,-30.0138,-30.0212,-30.0276,-30.033,-30.0377,-30.0417,-30.0451,-30.0481,-30.0506,-30.0527,-30.0546,-30.0561,-30.0575,-30.0586,-30.0596,-30.0605,-30.0612,-30.0618,-30.0624,-30.0628,-30.0632,-30.0635,-30.0638,-30.0641,-30.0643,-30.0645,-30.0646,-30.0648,-30.0649,-30.065,-30.0651,-30.0651,-30.0652,-30.0652,-30.0653,-30.0653,-30.0654,-30.0654,-30.0654,-30.0654,-30.0654,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655,-30.0655
14.0644,0.776611,6.81224,6.63963,-73.6803,-80,-25.6238,-30.7827,-35.7917,-40.6336,-45.2483,-49.4819,-53.1572,-56.1698,-58.5244,-60.3023,-61.6134,-62.5654,-63.2493,-63.7373,-64.0838,-64.329,-64.5022,-64.6242,-64.7102,-64.7707,-64.8133,-64.8432,-64.8642,-64.879,-64.8894,-64.8967,-64.9018,-64.9054,-64.908,-64.9097,-64.911,-64.9119,-64.9125,-64.9129,-64.9132,-64.9134,-64.9136,-64.9137,-64.9138,-64.9138,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139,-64.9139
26.5766,0.793705,6.24669,1.33791,92.629,40,-21.3275,-22.6994,-23.7628,-24.6713,-25.4478,-26.1114,-26.6785,-27.1632,-27.5775,-27.9315,-28.234,-28.4926,-28.7136,-28.9025,-29.0639,-29.2018,-29.3197,-29.4205,-29.5066,-29.5802,-29.6431,-29.6969,-29.7428,-29.7821,-29.8157,-29.8444,-29.8689,-29.8898,-29.9077,-29.923,-29.9361,-29.9473,-29.9569,-29.965,-29.972,-29.978,-29.9831,-29.9874,-29.9911,-29.9943,-29.997,-29.9994,-30.0014,-30.0031,-30.0045,-30.0057,-30.0068,-30.0077,-30.0085,-30.0091,-30.0097,-30.0102,-30.0106,-30.011,-30.0113,-30.0115,-30.0117,-30.0119,-30.0121,-30.0122,-30.0123,-30.0124,-30.0125,-30.0126,-30.0127,-30.0127,-30.0128,-30.0128,-30.0128,-30.0129,-30.0129,-30.0129,-30.0129,-30.0129,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013,-30.013
27.2273,0.718376,13.6855,4.63031,-98.5878,40,-21.4939,-22.893,-24.0483,-25.0455,-25.907,-26.6515,-27.2954,-27.8526,-28.3349,-28.7527,-29.1147,-29.4285,-29.7005,-29.9365,-30.1411,-30.3188,-30.4729,-30.6067,-30.7229,-30.8237,-30.9113,-30.9874,-31.0535,-31.1108,-31.1607,-31.204,-31.2416,-31.2743,-31.3027,-31.3274,-31.3489,-31.3675,-31.3837,-31.3978,-31.41,-31.4206,-31.4299,-31.4379,-31.4449,-31.4509,-31.4562,-31.4608,-31.4647,-31.4682,-31.4712,-31.4738,-31.4761,-31.4781,-31.4798,-31.4813,-31.4826,-31.4837,-31.4847,-31.4855,-31.4862,-31.4869,-31.4874,-31.4879,-31.4884,-31.4887,-31.489,-31.4893,-31.4896,-31.4898,-31.4899,-31.4901,-31.4902,-31.4904,-31.4905,-31.4906,-31.4906,-31.4907,-31.4908,-31.4908,-31.4909,-31.4909,-31.4909,-31.491,-31.491,-31.491,-31.491,-31.491,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911,-31.4911
33.1345,0.904527,13.1569,2.407,28.8538,40,-21.2483,-22.4747,-23.4752,-24.3448,-25.1008,-25.7581,-26.3295,-26.8263,-27.2584,-27.634,-27.9607,-28.2447,-28.4917,-28.7065,-28.8933,-29.0558,-29.1971,-29.3199,-29.4268,-29.5198,-29.6006,-29.6709,-29.732,-29.7852,-29.8315,-29.8717,-29.9067,-29.9371,-29.9636,-29.9866,-30.0066,-30.024,-30.0392,-30.0523,-30.0638,-30.0738,-30.0824,-30.09,-30.0965,-30.1022,-30.1072,-30.1115,-30.1153,-30.1185,-30.1214,-30.1238,-30.126,-30.1278,-30.1295,-30.1309,-30.1321,-30.1332,-30.1341,-30.1349,-30.1356,-30.1362,-30.1368,-30.1372,-30.1376,-30.138,-30.1383,-30.1386,-30.1388,-30.139,-30.1392,-30.1393,-30.1394,-30.1396,-30.1397,-30.1397,-30.1398,-30.1399,-30.1399,-30.14,-30.14,-30.1401,-30.1401,-30.1401,-30.1402,-30.1402,-30.1402,-30.1402,-30.1402,-30.1402,-30.1402,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403,-30.1403
33.3243,0.879632,14.9812,3.91928,56.0093,40,-21.3101,-22.5781,-23.6266,-24.5419,-25.3413,-26.0396,-26.6499,-27.1834,-27.6499,-28.0579,-28.4148,-28.7271,-29.0004,-29.2395,-29.4489,-29.6322,-29.7927,-29.9333,-30.0564,-30.1642,-30.2586,-30.3413,-30.4138,-30.4773,-30.5329,-30.5816,-30.6243,-30.6617,-30.6944,-30.7232,-30.7483,-30.7704,-30.7897,-30.8066,-30.8214,-30.8344,-30.8458,-30.8558,-30.8645,-30.8722,-30.8789,-30.8848,-30.89,-30.8945,-30.8985,-30.9019,-30.905,-30.9076,-30.91,-30.912,-30.9138,-30.9154,-30.9168,-30.918,-30.919,-30.92,-30.9208,-30.9215,-30.9221,-30.9226,-30.9231,-30.9235,-30.9239,-30.9242,-30.9245,-30.9248,-30.925,-30.9252,-30.9253,-30.9255,-30.9256,-30.9257,-30.9258,-30.9259,-30.926,-30.9261,-30.9261,-30.9262,-30.9262,-30.9262,-30.9263,-30.9263,-30.9263,-30.9264,-30.9264,-30.9264,-30.9264,-30.9264,-30.9264,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265,-30.9265
19.7585,0.73117,11.0444,3.73636,78.7075,40,-21.6711,-23.1675,-24.3746,-25.385,-26.2311,-26.9398,-27.5336,-28.0313,-28.4486,-28.7984,-29.0918,-29.3378,-29.5443,-29.7175,-29.8628,-29.9847,-30.087,-30.1729,-30.245,-30.3054,-30.3562,-30.3988,-30.4346,-30.4646,-30.4898,-30.511,-30.5287,-30.5436,-30.5562,-30.5667,-30.5755,-30.5829,-30.5891,-30.5943,-30.5987,-30.6024,-30.6055,-30.608,-30.6102,-30.612,-30.6136,-30.6149,-30.6159,-30.6169,-30.6176,-30.6183,-30.6188,-30.6192,-30.6196,-30.6199,-30.6202,-30.6204,-30.6206,-30.6208,-30.6209,-30.621,-30.6211,-30.6212,-30.6213,-30.6213,-30.6214,-30.6214,-30.6214,-30.6215,-30.6215,-30.6215,-30.6215,-30.6215,-30.6215,-30.6215,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216,-30.6216
21.7604,0.714229,7.46758,6.80338,-87.0255,-80,-24.3111,-28.1989,-32.0012,-35.6794,-39.2507,-42.6976,-45.969,-48.9934,-51.7012,-54.0476,-56.0219,-57.6435,-58.9507,-59.9898,-60.8071,-61.445,-61.9402,-62.3228,-62.6176,-62.8441,-63.0179,-63.151,-63.2529,-63.3308,-63.3904,-63.4359,-63.4706,-63.4972,-63.5174,-63.5329,-63.5447,-63.5537,-63.5606,-63.5658,-63.5698,-63.5728,-63.5752,-63.5769,-63.5783,-63.5793,-63.5801,-63.5807,-63.5812,-63.5815,-63.5818,-63.582,-63.5822,-63.5823,-63.5824,-63.5824,-63.5825,-63.5825,-63.5826,-63.5826,-63.5826,-63.5826,-63.5826,-63.5826,-63.5826,-63.5826,-63.5826,-63.5826,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827,-63.5827
